spa_booking_id,property_id,guest_id,customer_type,service_name,booking_date,service_date,duration_minutes,price,status
SP120171,P05,G21279,walk-in,Hot Stone Massage,2025-01-22,2025-01-25,90,977000,completed
SP120172,P05,G20895,walk-in,Balinese Massage 60min,2025-01-22,2025-01-25,60,517000,completed
SP120173,P05,,walk-in,Balinese Massage 60min,2025-01-25,2025-01-25,60,517000,completed
SP120174,P05,,walk-in,Balinese Massage 60min,2025-01-24,2025-01-25,60,517000,completed
SP120175,P05,,walk-in,Body Scrub,2025-01-24,2025-01-25,45,402000,completed
SP120176,P05,G22980,walk-in,Facial Treatment,2025-01-25,2025-01-25,60,460000,completed
SP120177,P05,G21263,walk-in,Balinese Massage 60min,2025-01-25,2025-01-25,60,517000,completed
SP120178,P05,G07689,inhouse,Aromatherapy Massage 90min,2025-01-26,2025-01-26,90,805000,completed
SP120179,P05,G13858,inhouse,Facial Treatment,2025-01-26,2025-01-26,60,460000,completed
SP120180,P05,G12598,inhouse,Balinese Massage 60min,2025-01-23,2025-01-26,60,517000,completed
SP120181,P05,G03388,inhouse,Reflexology,2025-01-26,2025-01-26,45,322000,completed
SP120182,P05,G13976,inhouse,Balinese Massage 60min,2025-01-25,2025-01-26,60,517000,completed
SP120183,P05,G17537,inhouse,Balinese Massage 90min,2025-01-25,2025-01-26,90,748000,completed
SP120184,P05,G12989,inhouse,Balinese Massage 90min,2025-01-24,2025-01-26,90,748000,completed
SP120185,P05,G16274,inhouse,Body Scrub,2025-01-26,2025-01-26,45,402000,completed
SP120186,P05,G13858,inhouse,Aromatherapy Massage 90min,2025-01-26,2025-01-26,90,805000,completed
SP120187,P05,G12598,inhouse,Balinese Massage 60min,2025-01-26,2025-01-26,60,517000,completed
SP120188,P05,G00022,inhouse,Balinese Massage 90min,2025-01-26,2025-01-26,90,748000,completed
SP120189,P05,G12826,inhouse,Balinese Massage 90min,2025-01-25,2025-01-26,90,748000,completed
SP120190,P05,G23780,walk-in,Reflexology,2025-01-26,2025-01-26,45,322000,completed
SP120191,P05,,walk-in,Body Scrub,2025-01-26,2025-01-26,45,402000,completed
SP120192,P05,G18911,walk-in,Balinese Massage 60min,2025-01-26,2025-01-26,60,517000,completed
SP120193,P05,G18462,walk-in,Balinese Massage 90min,2025-01-26,2025-01-26,90,748000,completed
SP120194,P05,G21343,walk-in,Balinese Massage 60min,2025-01-25,2025-01-26,60,517000,completed
SP120195,P05,G15950,inhouse,Couple Package,2025-01-26,2025-01-27,120,2070000,completed
SP120196,P05,G00898,inhouse,Hot Stone Massage,2025-01-27,2025-01-27,90,977000,completed
SP120197,P05,G04195,inhouse,Facial Treatment,2025-01-27,2025-01-27,60,460000,completed
SP120198,P05,G07689,inhouse,Body Scrub,2025-01-26,2025-01-27,45,402000,completed
SP120199,P05,G03407,inhouse,Aromatherapy Massage 90min,2025-01-27,2025-01-27,90,805000,completed
SP120200,P05,G05775,inhouse,Balinese Massage 60min,2025-01-27,2025-01-27,60,517000,completed
SP120201,P05,G12799,inhouse,Body Scrub,2025-01-25,2025-01-27,45,402000,completed
SP120202,P05,G04226,inhouse,Aromatherapy Massage 60min,2025-01-27,2025-01-27,60,575000,completed
SP120203,P05,G17212,inhouse,Aromatherapy Massage 60min,2025-01-27,2025-01-27,60,575000,completed
SP120204,P05,G00898,inhouse,Reflexology,2025-01-27,2025-01-27,45,322000,completed
SP120205,P05,G14304,inhouse,Body Scrub,2025-01-27,2025-01-27,45,402000,completed
SP120206,P05,G14304,inhouse,Aromatherapy Massage 60min,2025-01-26,2025-01-27,60,575000,completed
SP120207,P05,G15342,inhouse,Couple Package,2025-01-25,2025-01-27,120,2070000,completed
SP120208,P05,G02359,inhouse,Aromatherapy Massage 90min,2025-01-23,2025-01-27,90,805000,cancelled
SP120209,P05,G24692,walk-in,Hot Stone Massage,2025-01-27,2025-01-27,90,977000,completed
SP120210,P05,G22257,walk-in,Aromatherapy Massage 90min,2025-01-27,2025-01-27,90,805000,completed
SP120211,P05,G20433,walk-in,Aromatherapy Massage 60min,2025-01-27,2025-01-27,60,575000,completed
SP120212,P05,,walk-in,Balinese Massage 60min,2025-01-22,2025-01-27,60,517000,completed
SP120213,P05,G23468,walk-in,Balinese Massage 60min,2025-01-25,2025-01-27,60,517000,completed
SP120214,P05,,walk-in,Facial Treatment,2025-01-27,2025-01-27,60,460000,completed
SP120215,P05,G19883,walk-in,Balinese Massage 90min,2025-01-27,2025-01-27,90,748000,completed
SP120216,P05,G10350,inhouse,Aromatherapy Massage 90min,2025-01-27,2025-01-28,90,805000,completed
SP120217,P05,G16107,inhouse,Balinese Massage 90min,2025-01-28,2025-01-28,90,748000,completed
SP120218,P05,G05191,inhouse,Facial Treatment,2025-01-28,2025-01-28,60,460000,completed
SP120219,P05,G16492,inhouse,Balinese Massage 60min,2025-01-28,2025-01-28,60,517000,completed
SP120220,P05,G07061,inhouse,Facial Treatment,2025-01-28,2025-01-28,60,460000,completed
SP120221,P05,G05191,inhouse,Couple Package,2025-01-28,2025-01-28,120,2070000,completed
SP120222,P05,G05191,inhouse,Balinese Massage 90min,2025-01-24,2025-01-28,90,748000,completed
SP120223,P05,G07296,inhouse,Aromatherapy Massage 90min,2025-01-27,2025-01-28,90,805000,completed
SP120224,P05,G12198,inhouse,Balinese Massage 60min,2025-01-28,2025-01-28,60,517000,completed
SP120225,P05,G06745,inhouse,Couple Package,2025-01-28,2025-01-28,120,2070000,completed
SP120226,P05,G17473,inhouse,Body Scrub,2025-01-27,2025-01-28,45,402000,completed
SP120227,P05,G12539,inhouse,Balinese Massage 60min,2025-01-28,2025-01-28,60,517000,completed
SP120228,P05,G10350,inhouse,Aromatherapy Massage 90min,2025-01-26,2025-01-28,90,805000,completed
SP120229,P05,G12989,inhouse,Aromatherapy Massage 60min,2025-01-26,2025-01-28,60,575000,completed
SP120230,P05,G18169,walk-in,Balinese Massage 60min,2025-01-27,2025-01-28,60,517000,completed
SP120231,P05,G22031,walk-in,Facial Treatment,2025-01-26,2025-01-28,60,460000,completed
SP120232,P05,,walk-in,Facial Treatment,2025-01-27,2025-01-28,60,460000,completed
SP120233,P05,,walk-in,Balinese Massage 60min,2025-01-27,2025-01-28,60,517000,completed
SP120234,P05,,walk-in,Reflexology,2025-01-26,2025-01-28,45,322000,completed
SP120235,P05,G14183,inhouse,Balinese Massage 60min,2025-01-29,2025-01-29,60,517000,cancelled
SP120236,P05,G05775,inhouse,Aromatherapy Massage 90min,2025-01-29,2025-01-29,90,805000,completed
SP120237,P05,G15977,inhouse,Body Scrub,2025-01-24,2025-01-29,45,402000,completed
SP120238,P05,G13458,inhouse,Balinese Massage 60min,2025-01-29,2025-01-29,60,517000,completed
SP120239,P05,G00126,inhouse,Couple Package,2025-01-29,2025-01-29,120,2070000,completed
SP120240,P05,G16182,inhouse,Aromatherapy Massage 60min,2025-01-24,2025-01-29,60,575000,completed
SP120241,P05,G16444,inhouse,Facial Treatment,2025-01-29,2025-01-29,60,460000,completed
SP120242,P05,G04069,inhouse,Balinese Massage 60min,2025-01-27,2025-01-29,60,517000,completed
SP120243,P05,G03439,inhouse,Balinese Massage 60min,2025-01-29,2025-01-29,60,517000,completed
SP120244,P05,G16492,inhouse,Balinese Massage 90min,2025-01-25,2025-01-29,90,748000,completed
SP120245,P05,G22394,walk-in,Body Scrub,2025-01-28,2025-01-29,45,402000,completed
SP120246,P05,G18303,walk-in,Body Scrub,2025-01-24,2025-01-29,45,402000,completed
SP120247,P05,G22561,walk-in,Aromatherapy Massage 60min,2025-01-29,2025-01-29,60,575000,completed
SP120248,P05,G18430,walk-in,Balinese Massage 60min,2025-01-29,2025-01-29,60,517000,completed
SP120249,P05,,walk-in,Facial Treatment,2025-01-28,2025-01-29,60,460000,completed
SP120250,P05,,walk-in,Balinese Massage 60min,2025-01-29,2025-01-29,60,517000,completed
SP120251,P05,G22924,walk-in,Balinese Massage 60min,2025-01-27,2025-01-29,60,517000,completed
SP120252,P05,G21708,walk-in,Balinese Massage 90min,2025-01-25,2025-01-29,90,748000,completed
SP120253,P05,G02451,inhouse,Balinese Massage 60min,2025-01-30,2025-01-30,60,517000,completed
SP120254,P05,G03462,inhouse,Balinese Massage 60min,2025-01-29,2025-01-30,60,517000,completed
SP120255,P05,G14535,inhouse,Aromatherapy Massage 90min,2025-01-30,2025-01-30,90,805000,completed
SP120256,P05,G06553,inhouse,Couple Package,2025-01-30,2025-01-30,120,2070000,completed
SP120257,P05,G07400,inhouse,Hot Stone Massage,2025-01-29,2025-01-30,90,977000,completed
SP120258,P05,G14535,inhouse,Hot Stone Massage,2025-01-29,2025-01-30,90,977000,completed
SP120259,P05,G06606,inhouse,Balinese Massage 60min,2025-01-29,2025-01-30,60,517000,completed
SP120260,P05,G13788,inhouse,Balinese Massage 90min,2025-01-30,2025-01-30,90,748000,completed
SP120261,P05,G08240,inhouse,Hot Stone Massage,2025-01-29,2025-01-30,90,977000,completed
SP120262,P05,G12799,inhouse,Balinese Massage 90min,2025-01-30,2025-01-30,90,748000,completed
SP120263,P05,G15408,inhouse,Facial Treatment,2025-01-30,2025-01-30,60,460000,completed
SP120264,P05,G06606,inhouse,Aromatherapy Massage 60min,2025-01-30,2025-01-30,60,575000,completed
SP120265,P05,G15408,inhouse,Hot Stone Massage,2025-01-30,2025-01-30,90,977000,completed
SP120266,P05,,walk-in,Aromatherapy Massage 90min,2025-01-29,2025-01-30,90,805000,completed
SP120267,P05,,walk-in,Aromatherapy Massage 60min,2025-01-29,2025-01-30,60,575000,completed
SP120268,P05,G24476,walk-in,Balinese Massage 90min,2025-01-30,2025-01-30,90,748000,completed
SP120269,P05,G12989,inhouse,Couple Package,2025-01-29,2025-01-31,120,2070000,completed
SP120270,P05,G16444,inhouse,Balinese Massage 60min,2025-01-30,2025-01-31,60,517000,completed
SP120271,P05,G12694,inhouse,Balinese Massage 90min,2025-01-31,2025-01-31,90,748000,completed
SP120272,P05,G10944,inhouse,Balinese Massage 90min,2025-01-31,2025-01-31,90,748000,completed
SP120273,P05,G13592,inhouse,Balinese Massage 60min,2025-01-30,2025-01-31,60,517000,completed
SP120274,P05,G11043,inhouse,Couple Package,2025-01-28,2025-01-31,120,2070000,completed
SP120275,P05,G03462,inhouse,Balinese Massage 90min,2025-01-31,2025-01-31,90,748000,completed
SP120276,P05,G14261,inhouse,Couple Package,2025-01-28,2025-01-31,120,2070000,completed
SP120277,P05,G16444,inhouse,Body Scrub,2025-01-29,2025-01-31,45,402000,completed
SP120278,P05,G04580,inhouse,Balinese Massage 60min,2025-01-31,2025-01-31,60,517000,completed
SP120279,P05,G12989,inhouse,Couple Package,2025-01-31,2025-01-31,120,2070000,completed
SP120280,P05,G04580,inhouse,Reflexology,2025-01-31,2025-01-31,45,322000,completed
SP120281,P05,G02193,inhouse,Balinese Massage 90min,2025-01-31,2025-01-31,90,748000,completed
SP120282,P05,G13592,inhouse,Couple Package,2025-01-31,2025-01-31,120,2070000,completed
SP120283,P05,G12989,inhouse,Balinese Massage 60min,2025-01-29,2025-01-31,60,517000,completed
SP120284,P05,,walk-in,Balinese Massage 60min,2025-01-31,2025-01-31,60,517000,completed
SP120285,P05,G22527,walk-in,Facial Treatment,2025-01-31,2025-01-31,60,460000,completed
SP120286,P05,G08240,inhouse,Aromatherapy Massage 90min,2025-02-01,2025-02-01,90,805000,completed
SP120287,P05,G11266,inhouse,Couple Package,2025-02-01,2025-02-01,120,2070000,completed
SP120288,P05,G04580,inhouse,Balinese Massage 60min,2025-02-01,2025-02-01,60,517000,completed
SP120289,P05,G11090,inhouse,Aromatherapy Massage 60min,2025-01-30,2025-02-01,60,575000,completed
SP120290,P05,G15882,inhouse,Balinese Massage 60min,2025-02-01,2025-02-01,60,517000,completed
SP120291,P05,G06410,inhouse,Facial Treatment,2025-01-31,2025-02-01,60,460000,completed
SP120292,P05,G15882,inhouse,Hot Stone Massage,2025-02-01,2025-02-01,90,977000,completed
SP120293,P05,G11697,inhouse,Balinese Massage 90min,2025-01-27,2025-02-01,90,748000,completed
SP120294,P05,G16561,inhouse,Balinese Massage 60min,2025-02-01,2025-02-01,60,517000,completed
SP120295,P05,G16527,inhouse,Balinese Massage 90min,2025-01-31,2025-02-01,90,748000,completed
SP120296,P05,G05758,inhouse,Hot Stone Massage,2025-01-28,2025-02-01,90,977000,completed
SP120297,P05,,walk-in,Aromatherapy Massage 60min,2025-02-01,2025-02-01,60,575000,completed
SP120298,P05,G23408,walk-in,Facial Treatment,2025-01-31,2025-02-01,60,460000,completed
SP120299,P05,G20705,walk-in,Facial Treatment,2025-01-31,2025-02-01,60,460000,completed
SP120300,P05,G15565,inhouse,Balinese Massage 90min,2025-02-02,2025-02-02,90,748000,completed
SP120301,P05,G08829,inhouse,Hot Stone Massage,2025-02-01,2025-02-02,90,977000,completed
SP120302,P05,G02018,inhouse,Balinese Massage 60min,2025-01-30,2025-02-02,60,517000,completed
SP120303,P05,G08848,inhouse,Balinese Massage 60min,2025-02-02,2025-02-02,60,517000,completed
SP120304,P05,G06804,inhouse,Facial Treatment,2025-01-30,2025-02-02,60,460000,completed
SP120305,P05,G08829,inhouse,Balinese Massage 60min,2025-02-02,2025-02-02,60,517000,completed
SP120306,P05,G17671,inhouse,Facial Treatment,2025-01-30,2025-02-02,60,460000,completed
SP120307,P05,G09175,inhouse,Couple Package,2025-02-01,2025-02-02,120,2070000,completed
SP120308,P05,G09650,inhouse,Body Scrub,2025-02-02,2025-02-02,45,402000,completed
SP120309,P05,G06225,inhouse,Aromatherapy Massage 60min,2025-01-28,2025-02-02,60,575000,completed
SP120310,P05,G08360,inhouse,Hot Stone Massage,2025-02-02,2025-02-02,90,977000,completed
SP120311,P05,G09175,inhouse,Body Scrub,2025-02-02,2025-02-02,45,402000,completed
SP120312,P05,G02280,inhouse,Balinese Massage 90min,2025-02-01,2025-02-02,90,748000,completed
SP120313,P05,,walk-in,Reflexology,2025-02-02,2025-02-02,45,322000,completed
SP120314,P05,G16769,inhouse,Balinese Massage 60min,2025-02-02,2025-02-03,60,517000,completed
SP120315,P05,G09896,inhouse,Balinese Massage 60min,2025-01-31,2025-02-03,60,517000,completed
SP120316,P05,G16138,inhouse,Balinese Massage 90min,2025-02-03,2025-02-03,90,748000,completed
SP120317,P05,G12815,inhouse,Hot Stone Massage,2025-02-01,2025-02-03,90,977000,completed
SP120318,P05,G04624,inhouse,Balinese Massage 60min,2025-02-02,2025-02-03,60,517000,completed
SP120319,P05,G08160,inhouse,Balinese Massage 90min,2025-02-03,2025-02-03,90,748000,cancelled
SP120320,P05,G08198,inhouse,Hot Stone Massage,2025-02-02,2025-02-03,90,977000,completed
SP120321,P05,,walk-in,Balinese Massage 60min,2025-02-03,2025-02-03,60,517000,completed
SP120322,P05,G20451,walk-in,Aromatherapy Massage 90min,2025-02-03,2025-02-03,90,805000,completed
SP120323,P05,G09896,inhouse,Balinese Massage 60min,2025-02-03,2025-02-04,60,517000,completed
SP120324,P05,G09896,inhouse,Body Scrub,2025-02-04,2025-02-04,45,402000,completed
SP120325,P05,G09896,inhouse,Hot Stone Massage,2025-02-04,2025-02-04,90,977000,completed
SP120326,P05,G09896,inhouse,Balinese Massage 60min,2025-02-03,2025-02-04,60,517000,completed
SP120327,P05,G08077,inhouse,Balinese Massage 90min,2025-02-01,2025-02-04,90,748000,completed
SP120328,P05,G02926,inhouse,Balinese Massage 60min,2025-02-04,2025-02-04,60,517000,completed
SP120329,P05,G13287,inhouse,Balinese Massage 90min,2025-02-04,2025-02-04,90,748000,completed
SP120330,P05,G16902,inhouse,Couple Package,2025-02-02,2025-02-04,120,2070000,completed
SP120331,P05,G03203,inhouse,Body Scrub,2025-02-02,2025-02-04,45,402000,completed
SP120332,P05,G05906,inhouse,Balinese Massage 90min,2025-02-02,2025-02-04,90,748000,cancelled
SP120333,P05,G12312,inhouse,Hot Stone Massage,2025-02-04,2025-02-04,90,977000,completed
SP120334,P05,G00642,inhouse,Balinese Massage 60min,2025-01-31,2025-02-05,60,517000,completed
SP120335,P05,G02188,inhouse,Balinese Massage 90min,2025-02-05,2025-02-05,90,748000,completed
SP120336,P05,G17299,inhouse,Balinese Massage 90min,2025-02-04,2025-02-05,90,748000,completed
SP120337,P05,G03146,inhouse,Facial Treatment,2025-02-03,2025-02-05,60,460000,completed
SP120338,P05,G11090,inhouse,Couple Package,2025-02-04,2025-02-05,120,2070000,completed
SP120339,P05,G12855,inhouse,Balinese Massage 90min,2025-02-03,2025-02-05,90,748000,completed
SP120340,P05,G00642,inhouse,Balinese Massage 90min,2025-02-05,2025-02-05,90,748000,completed
SP120341,P05,G16143,inhouse,Aromatherapy Massage 60min,2025-02-05,2025-02-05,60,575000,completed
SP120342,P05,G00264,inhouse,Balinese Massage 90min,2025-02-06,2025-02-06,90,748000,completed
SP120343,P05,G15583,inhouse,Balinese Massage 60min,2025-02-06,2025-02-06,60,517000,completed
SP120344,P05,G01060,inhouse,Balinese Massage 90min,2025-02-06,2025-02-06,90,748000,completed
SP120345,P05,G10389,inhouse,Body Scrub,2025-02-06,2025-02-06,45,402000,completed
SP120346,P05,G00652,inhouse,Couple Package,2025-02-06,2025-02-06,120,2070000,completed
SP120347,P05,G02451,inhouse,Hot Stone Massage,2025-02-04,2025-02-06,90,977000,completed
SP120348,P05,G14849,inhouse,Balinese Massage 60min,2025-02-06,2025-02-06,60,517000,completed
SP120349,P05,,walk-in,Aromatherapy Massage 60min,2025-02-05,2025-02-06,60,575000,completed
SP120350,P05,,walk-in,Facial Treatment,2025-02-06,2025-02-06,60,460000,cancelled
SP120351,P05,G18509,walk-in,Body Scrub,2025-02-03,2025-02-06,45,402000,completed
SP120352,P05,,walk-in,Facial Treatment,2025-02-05,2025-02-06,60,460000,completed
SP120353,P05,,walk-in,Aromatherapy Massage 60min,2025-02-04,2025-02-06,60,575000,completed
SP120354,P05,G05217,inhouse,Balinese Massage 60min,2025-02-07,2025-02-07,60,517000,completed
SP120355,P05,G06605,inhouse,Aromatherapy Massage 60min,2025-02-06,2025-02-07,60,575000,completed
SP120356,P05,G02392,inhouse,Balinese Massage 90min,2025-02-04,2025-02-07,90,748000,completed
SP120357,P05,G01060,inhouse,Balinese Massage 90min,2025-02-07,2025-02-07,90,748000,completed
SP120358,P05,G08547,inhouse,Hot Stone Massage,2025-02-07,2025-02-07,90,977000,completed
SP120359,P05,G02451,inhouse,Couple Package,2025-02-06,2025-02-07,120,2070000,completed
SP120360,P05,G05299,inhouse,Balinese Massage 60min,2025-02-05,2025-02-07,60,517000,cancelled
SP120361,P05,G17917,inhouse,Couple Package,2025-02-07,2025-02-07,120,2070000,completed
SP120362,P05,G05217,inhouse,Facial Treatment,2025-02-05,2025-02-07,60,460000,completed
SP120363,P05,G22228,walk-in,Reflexology,2025-02-06,2025-02-07,45,322000,completed
SP120364,P05,G19960,walk-in,Facial Treatment,2025-02-06,2025-02-07,60,460000,completed
SP120365,P05,,walk-in,Facial Treatment,2025-02-07,2025-02-07,60,460000,completed
SP120366,P05,G03746,inhouse,Aromatherapy Massage 60min,2025-02-04,2025-02-08,60,575000,completed
SP120367,P05,G12102,inhouse,Couple Package,2025-02-08,2025-02-08,120,2070000,cancelled
SP120368,P05,G16516,inhouse,Hot Stone Massage,2025-02-05,2025-02-08,90,977000,completed
SP120369,P05,G09786,inhouse,Body Scrub,2025-02-07,2025-02-08,45,402000,completed
SP120370,P05,G05299,inhouse,Reflexology,2025-02-07,2025-02-08,45,322000,completed
SP120371,P05,G06562,inhouse,Couple Package,2025-02-08,2025-02-08,120,2070000,completed
SP120372,P05,G03506,inhouse,Balinese Massage 60min,2025-02-08,2025-02-08,60,517000,completed
SP120373,P05,G12102,inhouse,Balinese Massage 60min,2025-02-08,2025-02-08,60,517000,completed
SP120374,P05,G16076,inhouse,Balinese Massage 90min,2025-02-07,2025-02-08,90,748000,completed
SP120375,P05,G05299,inhouse,Balinese Massage 60min,2025-02-08,2025-02-08,60,517000,completed
SP120376,P05,,walk-in,Facial Treatment,2025-02-05,2025-02-08,60,460000,completed
SP120377,P05,,walk-in,Aromatherapy Massage 60min,2025-02-08,2025-02-08,60,575000,completed
SP120378,P05,G04233,inhouse,Facial Treatment,2025-02-08,2025-02-09,60,460000,completed
SP120379,P05,G14999,inhouse,Couple Package,2025-02-08,2025-02-09,120,2070000,completed
SP120380,P05,G10389,inhouse,Facial Treatment,2025-02-09,2025-02-09,60,460000,completed
SP120381,P05,G03506,inhouse,Body Scrub,2025-02-09,2025-02-09,45,402000,completed
SP120382,P05,G04148,inhouse,Aromatherapy Massage 90min,2025-02-08,2025-02-09,90,805000,completed
SP120383,P05,G02767,inhouse,Facial Treatment,2025-02-09,2025-02-09,60,460000,completed
SP120384,P05,G18159,walk-in,Aromatherapy Massage 60min,2025-02-09,2025-02-09,60,575000,completed
SP120385,P05,,walk-in,Reflexology,2025-02-07,2025-02-09,45,322000,completed
SP120386,P05,G14422,inhouse,Balinese Massage 60min,2025-02-09,2025-02-10,60,517000,completed
SP120387,P05,G04233,inhouse,Balinese Massage 90min,2025-02-10,2025-02-10,90,748000,completed
SP120388,P05,G12102,inhouse,Couple Package,2025-02-08,2025-02-10,120,2070000,completed
SP120389,P05,G24024,walk-in,Body Scrub,2025-02-10,2025-02-10,45,402000,completed
SP120390,P05,,walk-in,Body Scrub,2025-02-07,2025-02-10,45,402000,completed
SP120391,P05,G11830,inhouse,Hot Stone Massage,2025-02-11,2025-02-11,90,977000,completed
SP120392,P05,G11032,inhouse,Balinese Massage 60min,2025-02-11,2025-02-11,60,517000,cancelled
SP120393,P05,G24306,walk-in,Body Scrub,2025-02-10,2025-02-11,45,402000,cancelled
SP120394,P05,G12412,inhouse,Balinese Massage 60min,2025-02-12,2025-02-12,60,517000,completed
SP120395,P05,G17745,inhouse,Aromatherapy Massage 60min,2025-02-12,2025-02-12,60,575000,completed
SP120396,P05,G02767,inhouse,Balinese Massage 90min,2025-02-11,2025-02-12,90,748000,completed
SP120397,P05,G04273,inhouse,Balinese Massage 90min,2025-02-12,2025-02-12,90,748000,cancelled
SP120398,P05,G11830,inhouse,Hot Stone Massage,2025-02-08,2025-02-12,90,977000,cancelled
SP120399,P05,G12624,inhouse,Balinese Massage 60min,2025-02-11,2025-02-12,60,517000,completed
SP120400,P05,G07058,inhouse,Hot Stone Massage,2025-02-11,2025-02-12,90,977000,completed
SP120401,P05,G04273,inhouse,Balinese Massage 60min,2025-02-12,2025-02-12,60,517000,completed
SP120402,P05,G23782,walk-in,Facial Treatment,2025-02-12,2025-02-12,60,460000,completed
SP120403,P05,G24375,walk-in,Aromatherapy Massage 60min,2025-02-08,2025-02-12,60,575000,completed
SP120404,P05,,walk-in,Couple Package,2025-02-12,2025-02-12,120,2070000,completed
SP120405,P05,G07539,inhouse,Balinese Massage 90min,2025-02-13,2025-02-13,90,748000,cancelled
SP120406,P05,G08369,inhouse,Balinese Massage 60min,2025-02-12,2025-02-13,60,517000,completed
SP120407,P05,G12412,inhouse,Aromatherapy Massage 60min,2025-02-12,2025-02-13,60,575000,completed
SP120408,P05,G13268,inhouse,Aromatherapy Massage 90min,2025-02-10,2025-02-13,90,805000,completed
SP120409,P05,G02929,inhouse,Hot Stone Massage,2025-02-13,2025-02-13,90,977000,completed
SP120410,P05,G05179,inhouse,Balinese Massage 90min,2025-02-12,2025-02-13,90,748000,completed
SP120411,P05,G11520,inhouse,Couple Package,2025-02-12,2025-02-13,120,2070000,completed
SP120412,P05,G23830,walk-in,Aromatherapy Massage 60min,2025-02-13,2025-02-13,60,575000,completed
SP120413,P05,G15814,inhouse,Hot Stone Massage,2025-02-12,2025-02-14,90,977000,completed
SP120414,P05,G11781,inhouse,Couple Package,2025-02-13,2025-02-14,120,2070000,completed
SP120415,P05,G05231,inhouse,Balinese Massage 60min,2025-02-13,2025-02-14,60,517000,cancelled
SP120416,P05,G10148,inhouse,Facial Treatment,2025-02-14,2025-02-14,60,460000,completed
SP120417,P05,G06377,inhouse,Couple Package,2025-02-11,2025-02-14,120,2070000,completed
SP120418,P05,G02929,inhouse,Aromatherapy Massage 60min,2025-02-09,2025-02-14,60,575000,completed
SP120419,P05,G10595,inhouse,Aromatherapy Massage 60min,2025-02-13,2025-02-14,60,575000,completed
SP120420,P05,G11538,inhouse,Hot Stone Massage,2025-02-12,2025-02-14,90,977000,completed
SP120421,P05,G07005,inhouse,Hot Stone Massage,2025-02-14,2025-02-14,90,977000,completed
SP120422,P05,G14416,inhouse,Hot Stone Massage,2025-02-09,2025-02-14,90,977000,completed
SP120423,P05,G10318,inhouse,Couple Package,2025-02-14,2025-02-14,120,2070000,completed
SP120424,P05,G11856,inhouse,Couple Package,2025-02-14,2025-02-14,120,2070000,completed
SP120425,P05,G05231,inhouse,Body Scrub,2025-02-11,2025-02-14,45,402000,completed
SP120426,P05,,walk-in,Body Scrub,2025-02-14,2025-02-14,45,402000,completed
SP120427,P05,,walk-in,Aromatherapy Massage 60min,2025-02-14,2025-02-14,60,575000,completed
SP120428,P05,,walk-in,Balinese Massage 60min,2025-02-12,2025-02-14,60,517000,completed
SP120429,P05,G23953,walk-in,Aromatherapy Massage 60min,2025-02-12,2025-02-14,60,575000,completed
SP120430,P05,,walk-in,Balinese Massage 60min,2025-02-14,2025-02-14,60,517000,cancelled
SP120431,P05,G05439,inhouse,Aromatherapy Massage 60min,2025-02-15,2025-02-15,60,575000,completed
SP120432,P05,G04800,inhouse,Hot Stone Massage,2025-02-14,2025-02-15,90,977000,completed
SP120433,P05,G05439,inhouse,Balinese Massage 90min,2025-02-14,2025-02-15,90,748000,cancelled
SP120434,P05,G10973,inhouse,Couple Package,2025-02-15,2025-02-15,120,2070000,completed
SP120435,P05,G08794,inhouse,Balinese Massage 60min,2025-02-14,2025-02-15,60,517000,completed
SP120436,P05,G09593,inhouse,Hot Stone Massage,2025-02-15,2025-02-15,90,977000,completed
SP120437,P05,G00480,inhouse,Hot Stone Massage,2025-02-13,2025-02-15,90,977000,completed
SP120438,P05,G11232,inhouse,Body Scrub,2025-02-14,2025-02-15,45,402000,completed
SP120439,P05,,walk-in,Balinese Massage 60min,2025-02-15,2025-02-15,60,517000,completed
SP120440,P05,G19194,walk-in,Reflexology,2025-02-11,2025-02-15,45,322000,completed
SP120441,P05,G24125,walk-in,Reflexology,2025-02-11,2025-02-15,45,322000,completed
SP120442,P05,G10595,inhouse,Aromatherapy Massage 90min,2025-02-16,2025-02-16,90,805000,completed
SP120443,P05,G04165,inhouse,Hot Stone Massage,2025-02-14,2025-02-16,90,977000,completed
SP120444,P05,G00406,inhouse,Balinese Massage 60min,2025-02-15,2025-02-16,60,517000,cancelled
SP120445,P05,G04298,inhouse,Balinese Massage 60min,2025-02-16,2025-02-16,60,517000,completed
SP120446,P05,G06377,inhouse,Aromatherapy Massage 60min,2025-02-15,2025-02-16,60,575000,completed
SP120447,P05,,walk-in,Hot Stone Massage,2025-02-15,2025-02-16,90,977000,completed
SP120448,P05,,walk-in,Hot Stone Massage,2025-02-13,2025-02-16,90,977000,completed
SP120449,P05,,walk-in,Reflexology,2025-02-16,2025-02-16,45,322000,cancelled
SP120450,P05,G24652,walk-in,Couple Package,2025-02-16,2025-02-16,120,2070000,completed
SP120451,P05,G23961,walk-in,Reflexology,2025-02-15,2025-02-16,45,322000,completed
SP120452,P05,G00480,inhouse,Facial Treatment,2025-02-17,2025-02-17,60,460000,completed
SP120453,P05,G08330,inhouse,Hot Stone Massage,2025-02-12,2025-02-17,90,977000,completed
SP120454,P05,G15842,inhouse,Balinese Massage 60min,2025-02-17,2025-02-17,60,517000,completed
SP120455,P05,G03005,inhouse,Aromatherapy Massage 90min,2025-02-15,2025-02-17,90,805000,completed
