review_id,employee_id,review_period,score,notes
PR02803,E0564,2023-S2,3.74,Stabil dan dapat diandalkan
PR02804,E0564,2024-S1,3.43,"Kinerja cukup, ada ruang perbaikan"
PR02805,E0564,2024-S2,3.38,"Kinerja cukup, ada ruang perbaikan"
PR02806,E0564,2025-S1,3.28,Perlu peningkatan konsistensi
PR02807,E0564,2025-S2,3.4,Beberapa target belum tercapai
PR02808,E0564,2026-S1,3.74,Perlu sedikit peningkatan di komunikasi tim
PR02809,E0565,2023-S2,2.9,Beberapa target belum tercapai
PR02810,E0565,2024-S1,2.77,"Kinerja cukup, ada ruang perbaikan"
PR02811,E0566,2024-S1,3.79,Perlu sedikit peningkatan di komunikasi tim
PR02812,E0566,2024-S2,4.01,"Kinerja baik, memenuhi target"
PR02813,E0566,2025-S1,3.99,Perlu sedikit peningkatan di komunikasi tim
PR02814,E0566,2025-S2,3.79,Stabil dan dapat diandalkan
PR02815,E0566,2026-S1,3.92,"Kinerja baik, memenuhi target"
PR02816,E0567,2023-S2,3.64,Stabil dan dapat diandalkan
PR02817,E0567,2024-S1,3.5,"Kinerja baik, memenuhi target"
PR02818,E0567,2024-S2,3.84,Perlu sedikit peningkatan di komunikasi tim
PR02819,E0567,2025-S1,3.8,Perlu sedikit peningkatan di komunikasi tim
PR02820,E0567,2025-S2,3.53,Stabil dan dapat diandalkan
PR02821,E0567,2026-S1,3.76,"Kinerja baik, memenuhi target"
PR02822,E0568,2023-S2,2.75,"Kinerja cukup, ada ruang perbaikan"
PR02823,E0568,2024-S1,2.6,"Kinerja cukup, ada ruang perbaikan"
PR02824,E0569,2023-S2,4.0,Stabil dan dapat diandalkan
PR02825,E0569,2024-S1,3.45,Beberapa target belum tercapai
PR02826,E0569,2024-S2,3.84,Perlu sedikit peningkatan di komunikasi tim
PR02827,E0569,2025-S1,3.71,Stabil dan dapat diandalkan
PR02828,E0569,2025-S2,3.68,"Kinerja baik, memenuhi target"
PR02829,E0569,2026-S1,3.64,"Kinerja baik, memenuhi target"
PR02830,E0570,2023-S2,3.21,Beberapa target belum tercapai
PR02831,E0570,2024-S1,3.06,Perlu peningkatan konsistensi
PR02832,E0570,2024-S2,3.16,Perlu peningkatan konsistensi
PR02833,E0570,2025-S1,3.42,"Kinerja cukup, ada ruang perbaikan"
PR02834,E0570,2025-S2,3.29,Beberapa target belum tercapai
PR02835,E0570,2026-S1,3.46,"Kinerja cukup, ada ruang perbaikan"
PR02836,E0571,2023-S2,3.62,Stabil dan dapat diandalkan
PR02837,E0571,2024-S1,3.79,Perlu sedikit peningkatan di komunikasi tim
PR02838,E0571,2024-S2,3.29,"Kinerja cukup, ada ruang perbaikan"
PR02839,E0571,2025-S1,3.35,Perlu peningkatan konsistensi
PR02840,E0571,2025-S2,3.48,"Kinerja cukup, ada ruang perbaikan"
PR02841,E0571,2026-S1,3.35,"Kinerja cukup, ada ruang perbaikan"
PR02842,E0572,2023-S2,3.43,Beberapa target belum tercapai
PR02843,E0572,2024-S1,3.6,"Kinerja baik, memenuhi target"
PR02844,E0572,2024-S2,3.26,"Kinerja cukup, ada ruang perbaikan"
PR02845,E0572,2025-S1,3.36,Beberapa target belum tercapai
PR02846,E0572,2025-S2,3.44,Perlu peningkatan konsistensi
PR02847,E0572,2026-S1,3.41,"Kinerja cukup, ada ruang perbaikan"
PR02848,E0573,2023-S2,2.73,Beberapa target belum tercapai
PR02849,E0573,2024-S1,2.68,Beberapa target belum tercapai
PR02850,E0573,2024-S2,2.4,Beberapa keluhan terkait kedisiplinan
PR02851,E0573,2025-S1,2.73,Perlu peningkatan konsistensi
PR02852,E0573,2025-S2,2.67,Perlu peningkatan konsistensi
PR02853,E0573,2026-S1,2.51,Beberapa target belum tercapai
PR02854,E0574,2023-S2,3.48,"Kinerja cukup, ada ruang perbaikan"
PR02855,E0574,2024-S1,3.16,Beberapa target belum tercapai
PR02856,E0574,2024-S2,3.41,Beberapa target belum tercapai
PR02857,E0574,2025-S1,3.5,Perlu sedikit peningkatan di komunikasi tim
PR02858,E0574,2025-S2,3.59,"Kinerja baik, memenuhi target"
PR02859,E0574,2026-S1,3.41,Beberapa target belum tercapai
PR02860,E0575,2023-S2,4.06,Perlu sedikit peningkatan di komunikasi tim
PR02861,E0575,2024-S1,4.0,Stabil dan dapat diandalkan
PR02862,E0575,2024-S2,3.88,Stabil dan dapat diandalkan
PR02863,E0575,2025-S1,3.74,Stabil dan dapat diandalkan
PR02864,E0575,2025-S2,3.87,Perlu sedikit peningkatan di komunikasi tim
PR02865,E0575,2026-S1,3.62,Perlu sedikit peningkatan di komunikasi tim
PR02866,E0576,2024-S1,3.38,Perlu peningkatan konsistensi
PR02867,E0576,2024-S2,2.84,Beberapa target belum tercapai
PR02868,E0576,2025-S1,2.8,Perlu peningkatan konsistensi
PR02869,E0576,2025-S2,3.14,Beberapa target belum tercapai
PR02870,E0576,2026-S1,3.26,Perlu peningkatan konsistensi
PR02871,E0577,2023-S2,2.8,Perlu peningkatan konsistensi
PR02872,E0577,2024-S1,3.15,"Kinerja cukup, ada ruang perbaikan"
PR02873,E0577,2024-S2,2.79,Perlu peningkatan konsistensi
PR02874,E0577,2025-S1,2.83,"Kinerja cukup, ada ruang perbaikan"
PR02875,E0577,2025-S2,3.13,Perlu peningkatan konsistensi
PR02876,E0577,2026-S1,2.83,"Kinerja cukup, ada ruang perbaikan"
PR02877,E0578,2023-S2,3.75,Perlu sedikit peningkatan di komunikasi tim
PR02878,E0578,2024-S1,3.27,Beberapa target belum tercapai
PR02879,E0578,2024-S2,3.75,"Kinerja baik, memenuhi target"
PR02880,E0578,2025-S1,3.91,"Kinerja baik, memenuhi target"
PR02881,E0578,2025-S2,3.85,Stabil dan dapat diandalkan
PR02882,E0578,2026-S1,3.5,Perlu sedikit peningkatan di komunikasi tim
PR02883,E0579,2023-S2,3.68,"Kinerja baik, memenuhi target"
PR02884,E0579,2024-S1,3.76,"Kinerja baik, memenuhi target"
PR02885,E0579,2024-S2,3.79,Stabil dan dapat diandalkan
PR02886,E0579,2025-S1,3.98,Perlu sedikit peningkatan di komunikasi tim
PR02887,E0579,2025-S2,3.69,Perlu sedikit peningkatan di komunikasi tim
PR02888,E0579,2026-S1,3.82,Perlu sedikit peningkatan di komunikasi tim
PR02889,E0580,2023-S2,3.71,"Kinerja baik, memenuhi target"
PR02890,E0580,2024-S1,3.44,Beberapa target belum tercapai
PR02891,E0580,2024-S2,3.46,Perlu peningkatan konsistensi
PR02892,E0580,2025-S1,3.48,Beberapa target belum tercapai
PR02893,E0580,2025-S2,3.62,"Kinerja baik, memenuhi target"
PR02894,E0580,2026-S1,3.62,"Kinerja baik, memenuhi target"
PR02895,E0581,2023-S2,3.63,Stabil dan dapat diandalkan
PR02896,E0581,2024-S1,3.73,"Kinerja baik, memenuhi target"
PR02897,E0581,2024-S2,3.64,Stabil dan dapat diandalkan
PR02898,E0581,2025-S1,3.57,Perlu sedikit peningkatan di komunikasi tim
PR02899,E0581,2025-S2,3.69,Stabil dan dapat diandalkan
PR02900,E0581,2026-S1,3.67,Stabil dan dapat diandalkan
PR02901,E0582,2023-S2,3.38,"Kinerja cukup, ada ruang perbaikan"
PR02902,E0582,2024-S1,3.53,"Kinerja baik, memenuhi target"
PR02903,E0582,2024-S2,3.17,Perlu peningkatan konsistensi
PR02904,E0582,2025-S1,3.15,Beberapa target belum tercapai
PR02905,E0582,2025-S2,3.46,Perlu peningkatan konsistensi
PR02906,E0582,2026-S1,3.12,Perlu peningkatan konsistensi
PR02907,E0583,2025-S2,4.19,"Kinerja baik, memenuhi target"
PR02908,E0583,2026-S1,4.46,"Sangat diandalkan tim, guest feedback positif"
PR02909,E0584,2023-S2,4.47,"Sangat diandalkan tim, guest feedback positif"
PR02910,E0584,2024-S1,4.64,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02911,E0584,2024-S2,4.71,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02912,E0584,2025-S1,4.59,"Sangat diandalkan tim, guest feedback positif"
PR02913,E0584,2025-S2,4.43,"Sangat diandalkan tim, guest feedback positif"
PR02914,E0584,2026-S1,4.51,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02915,E0585,2023-S2,2.76,Beberapa target belum tercapai
PR02916,E0585,2024-S1,3.1,Perlu peningkatan konsistensi
PR02917,E0585,2024-S2,3.35,Perlu peningkatan konsistensi
PR02918,E0585,2025-S1,3.17,Perlu peningkatan konsistensi
PR02919,E0585,2025-S2,2.65,Perlu peningkatan konsistensi
PR02920,E0585,2026-S1,2.75,"Kinerja cukup, ada ruang perbaikan"
PR02921,E0586,2023-S2,3.43,"Kinerja cukup, ada ruang perbaikan"
PR02922,E0586,2024-S1,3.37,"Kinerja cukup, ada ruang perbaikan"
PR02923,E0586,2024-S2,3.38,Beberapa target belum tercapai
PR02924,E0586,2025-S1,3.18,Beberapa target belum tercapai
PR02925,E0586,2025-S2,3.36,Beberapa target belum tercapai
PR02926,E0586,2026-S1,3.43,Beberapa target belum tercapai
PR02927,E0587,2023-S2,3.02,Perlu peningkatan konsistensi
PR02928,E0587,2024-S1,3.1,Beberapa target belum tercapai
PR02929,E0587,2024-S2,3.52,Stabil dan dapat diandalkan
PR02930,E0587,2025-S1,3.06,Perlu peningkatan konsistensi
PR02931,E0587,2025-S2,2.95,"Kinerja cukup, ada ruang perbaikan"
PR02932,E0587,2026-S1,2.95,"Kinerja cukup, ada ruang perbaikan"
PR02933,E0588,2025-S2,4.78,"Sangat diandalkan tim, guest feedback positif"
PR02934,E0588,2026-S1,5.0,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02935,E0589,2024-S1,2.25,Beberapa keluhan terkait kedisiplinan
PR02936,E0589,2024-S2,2.57,Perlu peningkatan konsistensi
PR02937,E0589,2025-S1,2.45,Beberapa keluhan terkait kedisiplinan
PR02938,E0589,2025-S2,2.27,Beberapa keluhan terkait kedisiplinan
PR02939,E0589,2026-S1,2.07,"Kinerja di bawah standar, perlu coaching intensif"
PR02940,E0591,2023-S2,4.68,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02941,E0591,2024-S1,4.69,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR02942,E0591,2024-S2,4.23,Perlu sedikit peningkatan di komunikasi tim
PR02943,E0591,2025-S1,4.55,"Sangat diandalkan tim, guest feedback positif"
PR02944,E0591,2025-S2,4.71,"Sangat diandalkan tim, guest feedback positif"
PR02945,E0591,2026-S1,4.6,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02946,E0592,2023-S2,3.97,"Kinerja baik, memenuhi target"
PR02947,E0592,2024-S1,3.65,Perlu sedikit peningkatan di komunikasi tim
PR02948,E0592,2024-S2,4.26,"Kinerja baik, memenuhi target"
PR02949,E0593,2023-S2,3.64,"Kinerja baik, memenuhi target"
PR02950,E0593,2024-S1,3.71,"Kinerja baik, memenuhi target"
PR02951,E0593,2024-S2,3.74,Perlu sedikit peningkatan di komunikasi tim
PR02952,E0593,2025-S1,3.85,Perlu sedikit peningkatan di komunikasi tim
PR02953,E0593,2025-S2,3.85,"Kinerja baik, memenuhi target"
PR02954,E0593,2026-S1,3.22,Beberapa target belum tercapai
PR02955,E0594,2023-S2,4.69,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02956,E0594,2024-S1,4.23,Perlu sedikit peningkatan di komunikasi tim
PR02957,E0594,2024-S2,3.95,"Kinerja baik, memenuhi target"
PR02958,E0594,2025-S1,4.19,Perlu sedikit peningkatan di komunikasi tim
PR02959,E0594,2025-S2,4.22,"Kinerja baik, memenuhi target"
PR02960,E0594,2026-S1,3.95,Perlu sedikit peningkatan di komunikasi tim
PR02961,E0595,2023-S2,3.22,Beberapa target belum tercapai
PR02962,E0595,2024-S1,3.47,Perlu peningkatan konsistensi
PR02963,E0595,2024-S2,3.28,Perlu peningkatan konsistensi
PR02964,E0595,2025-S1,3.18,Perlu peningkatan konsistensi
PR02965,E0595,2025-S2,3.2,Beberapa target belum tercapai
PR02966,E0595,2026-S1,3.19,"Kinerja cukup, ada ruang perbaikan"
PR02967,E0596,2023-S2,3.06,"Kinerja cukup, ada ruang perbaikan"
PR02968,E0596,2024-S1,3.19,Perlu peningkatan konsistensi
PR02969,E0596,2024-S2,3.34,Perlu peningkatan konsistensi
PR02970,E0596,2025-S1,3.29,"Kinerja cukup, ada ruang perbaikan"
PR02971,E0596,2025-S2,3.44,"Kinerja cukup, ada ruang perbaikan"
PR02972,E0596,2026-S1,3.26,Beberapa target belum tercapai
PR02973,E0597,2023-S2,4.5,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR02974,E0597,2024-S1,4.17,Perlu sedikit peningkatan di komunikasi tim
PR02975,E0597,2024-S2,4.13,Stabil dan dapat diandalkan
PR02976,E0597,2025-S1,3.93,Perlu sedikit peningkatan di komunikasi tim
PR02977,E0597,2025-S2,4.25,Stabil dan dapat diandalkan
PR02978,E0597,2026-S1,3.96,Perlu sedikit peningkatan di komunikasi tim
PR02979,E0598,2023-S2,2.62,"Kinerja cukup, ada ruang perbaikan"
PR02980,E0598,2024-S1,2.83,"Kinerja cukup, ada ruang perbaikan"
PR02981,E0598,2024-S2,2.74,Beberapa target belum tercapai
PR02982,E0600,2023-S2,3.33,Perlu peningkatan konsistensi
PR02983,E0600,2024-S1,3.72,Perlu sedikit peningkatan di komunikasi tim
PR02984,E0600,2024-S2,3.52,Perlu sedikit peningkatan di komunikasi tim
PR02985,E0600,2025-S1,3.44,Beberapa target belum tercapai
PR02986,E0600,2025-S2,3.78,Stabil dan dapat diandalkan
PR02987,E0600,2026-S1,3.44,Beberapa target belum tercapai
PR02988,E0601,2023-S2,4.12,Perlu sedikit peningkatan di komunikasi tim
PR02989,E0601,2024-S1,3.81,Perlu sedikit peningkatan di komunikasi tim
PR02990,E0601,2024-S2,4.07,Stabil dan dapat diandalkan
PR02991,E0601,2025-S1,4.08,Perlu sedikit peningkatan di komunikasi tim
PR02992,E0601,2025-S2,4.36,"Sangat diandalkan tim, guest feedback positif"
PR02993,E0601,2026-S1,3.94,Stabil dan dapat diandalkan
PR02994,E0602,2023-S2,3.87,Stabil dan dapat diandalkan
PR02995,E0602,2024-S1,3.62,"Kinerja baik, memenuhi target"
PR02996,E0602,2024-S2,3.7,"Kinerja baik, memenuhi target"
PR02997,E0602,2025-S1,3.63,Stabil dan dapat diandalkan
PR02998,E0602,2025-S2,3.67,Perlu sedikit peningkatan di komunikasi tim
PR02999,E0603,2023-S2,4.45,"Sangat diandalkan tim, guest feedback positif"
PR03000,E0603,2024-S1,4.29,Stabil dan dapat diandalkan
PR03001,E0603,2024-S2,4.17,Stabil dan dapat diandalkan
PR03002,E0603,2025-S1,4.28,"Kinerja baik, memenuhi target"
PR03003,E0603,2025-S2,4.2,"Kinerja baik, memenuhi target"
PR03004,E0603,2026-S1,4.27,Stabil dan dapat diandalkan
PR03005,E0604,2025-S2,3.11,"Kinerja cukup, ada ruang perbaikan"
PR03006,E0604,2026-S1,3.28,Perlu peningkatan konsistensi
PR03007,E0605,2023-S2,3.75,Perlu sedikit peningkatan di komunikasi tim
PR03008,E0605,2024-S1,3.34,Beberapa target belum tercapai
PR03009,E0605,2024-S2,3.59,"Kinerja baik, memenuhi target"
PR03010,E0605,2025-S1,3.57,"Kinerja baik, memenuhi target"
PR03011,E0605,2025-S2,3.42,"Kinerja cukup, ada ruang perbaikan"
PR03012,E0605,2026-S1,3.57,Perlu sedikit peningkatan di komunikasi tim
PR03013,E0606,2023-S2,2.83,"Kinerja cukup, ada ruang perbaikan"
PR03014,E0606,2024-S1,3.29,Beberapa target belum tercapai
PR03015,E0606,2024-S2,2.75,Perlu peningkatan konsistensi
PR03016,E0606,2025-S1,2.9,Beberapa target belum tercapai
PR03017,E0606,2025-S2,2.73,Beberapa target belum tercapai
PR03018,E0606,2026-S1,2.95,"Kinerja cukup, ada ruang perbaikan"
PR03019,E0607,2023-S2,4.09,Perlu sedikit peningkatan di komunikasi tim
PR03020,E0607,2024-S1,4.32,"Sangat diandalkan tim, guest feedback positif"
PR03021,E0607,2024-S2,3.8,Stabil dan dapat diandalkan
PR03022,E0608,2023-S2,3.11,Perlu peningkatan konsistensi
PR03023,E0608,2024-S1,3.06,"Kinerja cukup, ada ruang perbaikan"
PR03024,E0608,2024-S2,3.39,Beberapa target belum tercapai
PR03025,E0608,2025-S1,3.05,Beberapa target belum tercapai
PR03026,E0608,2025-S2,3.08,Perlu peningkatan konsistensi
PR03027,E0608,2026-S1,3.15,"Kinerja cukup, ada ruang perbaikan"
PR03028,E0609,2024-S1,3.72,"Kinerja baik, memenuhi target"
PR03029,E0609,2024-S2,3.86,"Kinerja baik, memenuhi target"
PR03030,E0609,2025-S1,3.62,Perlu sedikit peningkatan di komunikasi tim
PR03031,E0609,2025-S2,3.69,"Kinerja baik, memenuhi target"
PR03032,E0609,2026-S1,3.88,Stabil dan dapat diandalkan
PR03033,E0610,2024-S1,4.58,"Sangat diandalkan tim, guest feedback positif"
PR03034,E0610,2024-S2,3.99,Perlu sedikit peningkatan di komunikasi tim
PR03035,E0610,2025-S1,4.17,Perlu sedikit peningkatan di komunikasi tim
PR03036,E0610,2025-S2,3.97,"Kinerja baik, memenuhi target"
PR03037,E0610,2026-S1,3.53,"Kinerja baik, memenuhi target"
PR03038,E0611,2023-S2,2.92,Perlu peningkatan konsistensi
PR03039,E0611,2024-S1,3.17,Perlu peningkatan konsistensi
PR03040,E0611,2024-S2,3.19,Beberapa target belum tercapai
PR03041,E0611,2025-S1,3.19,Beberapa target belum tercapai
PR03042,E0611,2025-S2,2.84,Beberapa target belum tercapai
PR03043,E0611,2026-S1,3.34,Perlu peningkatan konsistensi
PR03044,E0612,2023-S2,2.79,Beberapa target belum tercapai
PR03045,E0612,2024-S1,2.49,"Kinerja di bawah standar, perlu coaching intensif"
PR03046,E0612,2024-S2,2.55,Beberapa target belum tercapai
PR03047,E0612,2025-S1,2.39,Beberapa keluhan terkait kedisiplinan
PR03048,E0612,2025-S2,2.84,"Kinerja cukup, ada ruang perbaikan"
PR03049,E0612,2026-S1,2.78,"Kinerja cukup, ada ruang perbaikan"
PR03050,E0613,2023-S2,3.11,Beberapa target belum tercapai
PR03051,E0613,2024-S1,3.22,"Kinerja cukup, ada ruang perbaikan"
PR03052,E0613,2024-S2,2.85,Beberapa target belum tercapai
PR03053,E0613,2025-S1,2.98,"Kinerja cukup, ada ruang perbaikan"
PR03054,E0613,2025-S2,2.94,"Kinerja cukup, ada ruang perbaikan"
PR03055,E0613,2026-S1,3.35,Beberapa target belum tercapai
PR03056,E0614,2025-S1,2.14,Beberapa keluhan terkait kedisiplinan
PR03057,E0614,2025-S2,1.99,"Kinerja di bawah standar, perlu coaching intensif"
PR03058,E0614,2026-S1,2.23,Beberapa keluhan terkait kedisiplinan
PR03059,E0615,2023-S2,3.55,"Kinerja baik, memenuhi target"
PR03060,E0615,2024-S1,3.75,Stabil dan dapat diandalkan
PR03061,E0615,2024-S2,3.9,Perlu sedikit peningkatan di komunikasi tim
PR03062,E0615,2025-S1,3.72,Perlu sedikit peningkatan di komunikasi tim
PR03063,E0615,2025-S2,3.97,Perlu sedikit peningkatan di komunikasi tim
PR03064,E0615,2026-S1,4.11,Stabil dan dapat diandalkan
PR03065,E0616,2023-S2,2.81,Beberapa target belum tercapai
PR03066,E0616,2024-S1,2.89,"Kinerja cukup, ada ruang perbaikan"
PR03067,E0616,2024-S2,3.13,"Kinerja cukup, ada ruang perbaikan"
PR03068,E0616,2025-S1,3.02,Beberapa target belum tercapai
PR03069,E0616,2025-S2,3.36,Beberapa target belum tercapai
PR03070,E0616,2026-S1,2.98,Beberapa target belum tercapai
PR03071,E0617,2023-S2,2.89,Perlu peningkatan konsistensi
PR03072,E0617,2024-S1,3.12,Perlu peningkatan konsistensi
PR03073,E0617,2024-S2,3.28,"Kinerja cukup, ada ruang perbaikan"
PR03074,E0617,2025-S1,2.85,Perlu peningkatan konsistensi
PR03075,E0617,2025-S2,2.84,"Kinerja cukup, ada ruang perbaikan"
PR03076,E0617,2026-S1,3.21,Beberapa target belum tercapai
PR03077,E0618,2023-S2,4.06,Perlu sedikit peningkatan di komunikasi tim
PR03078,E0618,2024-S1,3.8,Perlu sedikit peningkatan di komunikasi tim
PR03079,E0618,2024-S2,4.27,Perlu sedikit peningkatan di komunikasi tim
PR03080,E0618,2025-S1,4.11,"Kinerja baik, memenuhi target"
PR03081,E0618,2025-S2,4.05,Perlu sedikit peningkatan di komunikasi tim
PR03082,E0618,2026-S1,3.94,Perlu sedikit peningkatan di komunikasi tim
PR03083,E0619,2023-S2,4.19,Perlu sedikit peningkatan di komunikasi tim
PR03084,E0619,2024-S1,3.93,Stabil dan dapat diandalkan
PR03085,E0619,2024-S2,3.59,Perlu sedikit peningkatan di komunikasi tim
PR03086,E0619,2025-S1,4.07,"Kinerja baik, memenuhi target"
PR03087,E0619,2025-S2,3.77,Stabil dan dapat diandalkan
PR03088,E0619,2026-S1,3.85,"Kinerja baik, memenuhi target"
PR03089,E0620,2023-S2,3.28,Beberapa target belum tercapai
PR03090,E0620,2024-S1,2.73,"Kinerja cukup, ada ruang perbaikan"
PR03091,E0620,2024-S2,3.21,Perlu peningkatan konsistensi
PR03092,E0620,2025-S1,3.03,"Kinerja cukup, ada ruang perbaikan"
PR03093,E0620,2025-S2,3.31,Beberapa target belum tercapai
PR03094,E0620,2026-S1,3.52,Stabil dan dapat diandalkan
PR03095,E0621,2025-S1,4.46,"Sangat diandalkan tim, guest feedback positif"
PR03096,E0621,2025-S2,4.05,Stabil dan dapat diandalkan
PR03097,E0621,2026-S1,4.08,"Kinerja baik, memenuhi target"
PR03098,E0622,2023-S2,3.58,Perlu sedikit peningkatan di komunikasi tim
PR03099,E0622,2024-S1,3.91,Stabil dan dapat diandalkan
PR03100,E0622,2024-S2,3.71,Stabil dan dapat diandalkan
PR03101,E0622,2025-S1,3.87,Perlu sedikit peningkatan di komunikasi tim
PR03102,E0622,2025-S2,3.63,Stabil dan dapat diandalkan
PR03103,E0622,2026-S1,3.48,Perlu peningkatan konsistensi
PR03104,E0623,2023-S2,2.65,Beberapa target belum tercapai
PR03105,E0623,2024-S1,2.6,"Kinerja cukup, ada ruang perbaikan"
PR03106,E0623,2024-S2,2.49,"Kinerja di bawah standar, perlu coaching intensif"
PR03107,E0623,2025-S1,2.52,Perlu peningkatan konsistensi
PR03108,E0623,2025-S2,2.55,Perlu peningkatan konsistensi
PR03109,E0623,2026-S1,2.58,Perlu peningkatan konsistensi
PR03110,E0624,2023-S2,3.69,Stabil dan dapat diandalkan
PR03111,E0624,2024-S1,3.68,Perlu sedikit peningkatan di komunikasi tim
PR03112,E0624,2024-S2,3.63,"Kinerja baik, memenuhi target"
PR03113,E0624,2025-S1,3.99,Perlu sedikit peningkatan di komunikasi tim
PR03114,E0624,2025-S2,3.67,Stabil dan dapat diandalkan
PR03115,E0624,2026-S1,3.91,"Kinerja baik, memenuhi target"
PR03116,E0625,2024-S1,2.69,Perlu peningkatan konsistensi
PR03117,E0625,2024-S2,2.8,"Kinerja cukup, ada ruang perbaikan"
PR03118,E0625,2025-S1,2.73,Beberapa target belum tercapai
PR03119,E0625,2025-S2,2.75,Perlu peningkatan konsistensi
PR03120,E0625,2026-S1,2.76,"Kinerja cukup, ada ruang perbaikan"
PR03121,E0626,2023-S2,3.24,Beberapa target belum tercapai
PR03122,E0626,2024-S1,3.25,Beberapa target belum tercapai
PR03123,E0626,2024-S2,3.52,"Kinerja baik, memenuhi target"
PR03124,E0626,2025-S1,3.4,Beberapa target belum tercapai
PR03125,E0626,2025-S2,2.77,"Kinerja cukup, ada ruang perbaikan"
PR03126,E0627,2025-S2,3.78,Stabil dan dapat diandalkan
PR03127,E0627,2026-S1,3.87,"Kinerja baik, memenuhi target"
PR03128,E0628,2025-S2,3.66,Stabil dan dapat diandalkan
PR03129,E0628,2026-S1,3.65,Perlu sedikit peningkatan di komunikasi tim
PR03130,E0629,2023-S2,2.14,Beberapa keluhan terkait kedisiplinan
PR03131,E0629,2024-S1,2.3,"Kinerja di bawah standar, perlu coaching intensif"
PR03132,E0629,2024-S2,1.83,"Kinerja di bawah standar, perlu coaching intensif"
PR03133,E0629,2025-S1,1.9,"Kinerja di bawah standar, perlu coaching intensif"
PR03134,E0629,2025-S2,1.97,"Kinerja di bawah standar, perlu coaching intensif"
PR03135,E0629,2026-S1,2.35,"Kinerja di bawah standar, perlu coaching intensif"
PR03136,E0630,2023-S2,4.03,"Kinerja baik, memenuhi target"
PR03137,E0630,2024-S1,4.31,"Sangat diandalkan tim, guest feedback positif"
PR03138,E0630,2024-S2,4.01,Perlu sedikit peningkatan di komunikasi tim
PR03139,E0630,2025-S1,4.31,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR03140,E0630,2025-S2,4.42,"Kinerja sangat baik, konsisten melebihi ekspektasi"
PR03141,E0630,2026-S1,4.33,"Sangat diandalkan tim, guest feedback positif"
PR03142,E0631,2023-S2,3.03,Perlu peningkatan konsistensi
PR03143,E0631,2024-S1,3.39,"Kinerja cukup, ada ruang perbaikan"
PR03144,E0631,2024-S2,3.3,Beberapa target belum tercapai
PR03145,E0631,2025-S1,3.71,Stabil dan dapat diandalkan
PR03146,E0631,2025-S2,3.34,Beberapa target belum tercapai
PR03147,E0631,2026-S1,3.31,"Kinerja cukup, ada ruang perbaikan"
PR03148,E0632,2023-S2,3.91,Perlu sedikit peningkatan di komunikasi tim
PR03149,E0632,2024-S1,4.23,Perlu sedikit peningkatan di komunikasi tim
PR03150,E0632,2024-S2,3.97,"Kinerja baik, memenuhi target"
PR03151,E0632,2025-S1,4.07,"Kinerja baik, memenuhi target"
PR03152,E0632,2025-S2,4.18,Perlu sedikit peningkatan di komunikasi tim
PR03153,E0632,2026-S1,4.43,"Inisiatif tinggi, layak dipertimbangkan untuk promosi"
PR03154,E0633,2023-S2,3.2,Perlu peningkatan konsistensi
PR03155,E0633,2024-S1,3.05,Perlu peningkatan konsistensi
PR03156,E0633,2024-S2,3.3,"Kinerja cukup, ada ruang perbaikan"
PR03157,E0633,2025-S1,3.54,Stabil dan dapat diandalkan
PR03158,E0633,2025-S2,3.38,Beberapa target belum tercapai
PR03159,E0633,2026-S1,3.39,"Kinerja cukup, ada ruang perbaikan"
PR03160,E0634,2024-S2,2.59,Perlu peningkatan konsistensi
PR03161,E0634,2025-S1,2.67,Beberapa target belum tercapai
PR03162,E0634,2025-S2,2.69,Beberapa target belum tercapai
PR03163,E0634,2026-S1,2.97,"Kinerja cukup, ada ruang perbaikan"
PR03164,E0635,2023-S2,3.49,Beberapa target belum tercapai
PR03165,E0635,2024-S1,3.57,"Kinerja baik, memenuhi target"
PR03166,E0635,2024-S2,3.75,Perlu sedikit peningkatan di komunikasi tim
PR03167,E0635,2025-S1,3.46,Beberapa target belum tercapai
PR03168,E0635,2025-S2,3.6,Perlu sedikit peningkatan di komunikasi tim
PR03169,E0635,2026-S1,3.32,Beberapa target belum tercapai
PR03170,E0636,2023-S2,3.64,Perlu sedikit peningkatan di komunikasi tim
PR03171,E0636,2024-S1,3.75,"Kinerja baik, memenuhi target"
PR03172,E0636,2024-S2,4.13,Stabil dan dapat diandalkan
PR03173,E0636,2025-S1,3.74,Stabil dan dapat diandalkan
PR03174,E0636,2025-S2,3.79,Stabil dan dapat diandalkan
PR03175,E0636,2026-S1,3.82,Perlu sedikit peningkatan di komunikasi tim
PR03176,E0637,2024-S2,3.73,Perlu sedikit peningkatan di komunikasi tim
PR03177,E0637,2025-S1,3.49,Perlu peningkatan konsistensi
PR03178,E0637,2025-S2,3.92,Perlu sedikit peningkatan di komunikasi tim
